-2.00000000e+00 -1.08348196e-02 -2.00000000e+00 -9.16518036e-01 
-1.99000000e+00 -1.08258102e-02 -1.99000000e+00 -9.07418978e-01 
-1.98000000e+00 -1.08168008e-02 -1.98000000e+00 -8.98319923e-01 
-1.97000000e+00 -1.08077913e-02 -1.97000000e+00 -8.89220869e-01 
-1.96000000e+00 -1.07987818e-02 -1.96000000e+00 -8.80121818e-01 
-1.95000000e+00 -1.07897723e-02 -1.95000000e+00 -8.71022768e-01 
-1.94000000e+00 -1.07807628e-02 -1.94000000e+00 -8.61923721e-01 
-1.93000000e+00 -1.07717532e-02 -1.93000000e+00 -8.52824677e-01 
-1.92000000e+00 -1.07627436e-02 -1.92000000e+00 -8.43725635e-01 
-1.91000000e+00 -1.07537340e-02 -1.91000000e+00 -8.34626596e-01 
-1.90000000e+00 -1.07447244e-02 -1.90000000e+00 -8.25527561e-01 
-1.89000000e+00 -1.07357147e-02 -1.89000000e+00 -8.16428528e-01 
-1.88000000e+00 -1.07267050e-02 -1.88000000e+00 -8.07329499e-01 
-1.87000000e+00 -1.07176953e-02 -1.87000000e+00 -7.98230474e-01 
-1.86000000e+00 -1.07086855e-02 -1.86000000e+00 -7.89131453e-01 
-1.85000000e+00 -1.06996756e-02 -1.85000000e+00 -7.80032436e-01 
-1.84000000e+00 -1.06906658e-02 -1.84000000e+00 -7.70933423e-01 
-1.83000000e+00 -1.06816558e-02 -1.83000000e+00 -7.61834415e-01 
-1.82000000e+00 -1.06726459e-02 -1.82000000e+00 -7.52735413e-01 
-1.81000000e+00 -1.06636358e-02 -1.81000000e+00 -7.43636415e-01 
-1.80000000e+00 -1.06546258e-02 -1.80000000e+00 -7.34537424e-01 
-1.79000000e+00 -1.06456156e-02 -1.79000000e+00 -7.25438440e-01 
-1.78000000e+00 -1.06366054e-02 -1.78000000e+00 -7.16339462e-01 
-1.77000000e+00 -1.06275951e-02 -1.77000000e+00 -7.07240491e-01 
-1.76000000e+00 -1.06185847e-02 -1.76000000e+00 -6.98141529e-01 
-1.75000000e+00 -1.06095743e-02 -1.75000000e+00 -6.89042575e-01 
-1.74000000e+00 -1.06005637e-02 -1.74000000e+00 -6.79943630e-01 
-1.73000000e+00 -1.05915531e-02 -1.73000000e+00 -6.70844695e-01 
