-2.00000000e+00 -1.08140813e-02 -2.00000000e+00 -9.18591871e-01 
-1.99000000e+00 -1.08050722e-02 -1.99000000e+00 -9.09492776e-01 
-1.98000000e+00 -1.07960632e-02 -1.98000000e+00 -9.00393682e-01 
-1.97000000e+00 -1.07870541e-02 -1.97000000e+00 -8.91294587e-01 
-1.96000000e+00 -1.07780451e-02 -1.96000000e+00 -8.82195493e-01 
-1.95000000e+00 -1.07690360e-02 -1.95000000e+00 -8.73096399e-01 
-1.94000000e+00 -1.07600269e-02 -1.94000000e+00 -8.63997305e-01 
-1.93000000e+00 -1.07510179e-02 -1.93000000e+00 -8.54898212e-01 
-1.92000000e+00 -1.07420088e-02 -1.92000000e+00 -8.45799118e-01 
-1.91000000e+00 -1.07329997e-02 -1.91000000e+00 -8.36700025e-01 
-1.90000000e+00 -1.07239907e-02 -1.90000000e+00 -8.27600933e-01 
-1.89000000e+00 -1.07149816e-02 -1.89000000e+00 -8.18501840e-01 
-1.88000000e+00 -1.07059725e-02 -1.88000000e+00 -8.09402748e-01 
-1.87000000e+00 -1.06969634e-02 -1.87000000e+00 -8.00303657e-01 
-1.86000000e+00 -1.06879543e-02 -1.86000000e+00 -7.91204566e-01 
-1.85000000e+00 -1.06789453e-02 -1.85000000e+00 -7.82105475e-01 
-1.84000000e+00 -1.06699362e-02 -1.84000000e+00 -7.73006385e-01 
-1.83000000e+00 -1.06609271e-02 -1.83000000e+00 -7.63907295e-01 
-1.82000000e+00 -1.06519179e-02 -1.82000000e+00 -7.54808206e-01 
-1.81000000e+00 -1.06429088e-02 -1.81000000e+00 -7.45709117e-01 
-1.80000000e+00 -1.06338997e-02 -1.80000000e+00 -7.36610029e-01 
-1.79000000e+00 -1.06248906e-02 -1.79000000e+00 -7.27510941e-01 
-1.78000000e+00 -1.06158815e-02 -1.78000000e+00 -7.18411854e-01 
-1.77000000e+00 -1.06068723e-02 -1.77000000e+00 -7.09312768e-01 
-1.76000000e+00 -1.05978632e-02 -1.76000000e+00 -7.00213683e-01 
-1.75000000e+00 -1.05888540e-02 -1.75000000e+00 -6.91114599e-01 
-1.74000000e+00 -1.05798448e-02 -1.74000000e+00 -6.82015515e-01 
-1.73000000e+00 -1.05708357e-02 -1.73000000e+00 -6.72916433e-01 
-1.72000000e+00 -1.05618265e-02 -1.72000000e+00 -6.63817352e-01 
-1.71000000e+00 -1.05528173e-02 -1.71000000e+00 -6.54718271e-01 
-1.70000000e+00 -1.05438081e-02 -1.70000000e+00 -6.45619193e-01 
-1.69000000e+00 -1.05347988e-02 -1.69000000e+00 -6.36520115e-01 
-1.68000000e+00 -1.05257896e-02 -1.68000000e+00 -6.27421039e-01 
-1.67000000e+00 -1.05167804e-02 -1.67000000e+00 -6.18321965e-01 
-1.66000000e+00 -1.05077711e-02 -1.66000000e+00 -6.09222892e-01 
-1.65000000e+00 -1.04987618e-02 -1.65000000e+00 -6.00123822e-01 
-1.64000000e+00 -1.04897525e-02 -1.64000000e+00 -5.91024753e-01 
-1.63000000e+00 -1.04807431e-02 -1.63000000e+00 -5.81925687e-01 
-1.62000000e+00 -1.04717338e-02 -1.62000000e+00 -5.72826624e-01 
-1.61000000e+00 -1.04627244e-02 -1.61000000e+00 -5.63727563e-01 
-1.60000000e+00 -1.04537149e-02 -1.60000000e+00 -5.54628506e-01 
-1.59000000e+00 -1.04447055e-02 -1.59000000e+00 -5.45529452e-01 
-1.58000000e+00 -1.04356960e-02 -1.58000000e+00 -5.36430402e-01 
-1.57000000e+00 -1.04266864e-02 -1.57000000e+00 -5.27331356e-01 
-1.56000000e+00 -1.04176768e-02 -1.56000000e+00 -5.18232315e-01 
-1.55000000e+00 -1.04086672e-02 -1.55000000e+00 -5.09133279e-01 
-1.54000000e+00 -1.03996575e-02 -1.54000000e+00 -5.00034250e-01 
-1.53000000e+00 -1.03906477e-02 -1.53000000e+00 -4.90935226e-01 
-1.52000000e+00 -1.03816379e-02 -1.52000000e+00 -4.81836210e-01 
-1.51000000e+00 -1.03726280e-02 -1.51000000e+00 -4.72737203e-01 
-1.50000000e+00 -1.03636180e-02 -1.50000000e+00 -4.63638205e-01 
-1.49000000e+00 -1.03546078e-02 -1.49000000e+00 -4.54539217e-01 
-1.48000000e+00 -1.03455976e-02 -1.48000000e+00 -4.45440242e-01 
-1.47000000e+00 -1.03365872e-02 -1.47000000e+00 -4.36341280e-01 
-1.46000000e+00 -1.03275767e-02 -1.46000000e+00 -4.27242334e-01 
-1.45000000e+00 -1.03185659e-02 -1.45000000e+00 -4.18143406e-01 
-1.44000000e+00 -1.03095550e-02 -1.44000000e+00 -4.09044498e-01 
-1.43000000e+00 -1.03005438e-02 -1.43000000e+00 -3.99945615e-01 
-1.42000000e+00 -1.02915324e-02 -1.42000000e+00 -3.90846760e-01 
-1.41000000e+00 -1.02825206e-02 -1.41000000e+00 -3.81747937e-01 
-1.40000000e+00 -1.02735085e-02 -1.40000000e+00 -3.72649152e-01 
-1.39000000e+00 -1.02644959e-02 -1.39000000e+00 -3.63550412e-01 
-1.38000000e+00 -1.02554827e-02 -1.38000000e+00 -3.54451725e-01 
-1.37000000e+00 -1.02464690e-02 -1.37000000e+00 -3.45353102e-01 
-1.36000000e+00 -1.02374545e-02 -1.36000000e+00 -3.36254555e-01 
-1.35000000e+00 -1.02284390e-02 -1.35000000e+00 -3.27156100e-01 
-1.34000000e+00 -1.02194224e-02 -1.34000000e+00 -3.18057757e-01 
-1.33000000e+00 -1.02104045e-02 -1.33000000e+00 -3.08959551e-01 
-1.32000000e+00 -1.02013848e-02 -1.32000000e+00 -2.99861515e-01 
-1.31000000e+00 -1.01923631e-02 -1.31000000e+00 -2.90763693e-01 
-1.30000000e+00 -1.01833386e-02 -1.30000000e+00 -2.81666138e-01 
-1.29000000e+00 -1.01743107e-02 -1.29000000e+00 -2.72568927e-01 
-1.28000000e+00 -1.01652784e-02 -1.28000000e+00 -2.63472160e-01 
-1.27000000e+00 -1.01562407e-02 -1.27000000e+00 -2.54375927e-01 
-1.26000000e+00 -1.01471977e-02 -1.26000000e+00 -2.45280231e-01 
-1.25000000e+00 -1.01381484e-02 -1.25000000e+00 -2.36185163e-01 
-1.24000000e+00 -1.01290916e-02 -1.24000000e+00 -2.27090839e-01 
-1.23000000e+00 -1.01200260e-02 -1.23000000e+00 -2.17997397e-01 
-1.22000000e+00 -1.01109500e-02 -1.22000000e+00 -2.08904999e-01 
